epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc,early_stop_epoch
1,0.1959886132722551,0.22003647685050964,0.20259758830070496,0.9449272727272727,0.9384,0.9418,8
2,0.11621072925220836,0.14174175262451172,0.131625235080719,0.9666363636363636,0.9612,0.9625,8
3,0.08066710907728834,0.10892582684755325,0.10625576227903366,0.9768181818181818,0.9692,0.9689,8
4,0.060947697800076146,0.09373544901609421,0.09539806842803955,0.9823090909090909,0.9732,0.9719,8
5,0.04680602734899995,0.08443047106266022,0.08796258270740509,0.9865090909090909,0.9768,0.9733,8
6,0.037229094498536806,0.08028938621282578,0.08651909232139587,0.9889454545454546,0.9768,0.9733,8
7,0.030857962327607145,0.08054576069116592,0.08772152662277222,0.9908727272727272,0.9776,0.9741,8
8,0.023696434178283775,0.0785372331738472,0.08645492792129517,0.992890909090909,0.98,0.9752,8
9,0.018959291905619798,0.07992511987686157,0.0890260860323906,0.9944363636363637,0.9804,0.9761,8
10,0.017849150590831413,0.08856193721294403,0.096696637570858,0.9944,0.9802,0.9764,8
